iter	RMSE
333	0.04489805749
334	0.04477153457
335	0.04470541954
336	0.04463152821
337	0.04462276137
338	0.04451975759
339	0.04437613488
340	0.04422309532
341	0.04410802285
342	0.04402045713
343	0.04389778965
344	0.04384740564
345	0.04383762794
346	0.04375516625
347	0.04366916858
348	0.04349478376
349	0.04338298124
350	0.04327406188
351	0.04310129378
352	0.04307274094
353	0.04290446591
354	0.04278441714
355	0.04268969237
356	0.04268214025
357	0.04256981458
358	0.04245656819
359	0.04235619363
360	0.04227236351
361	0.04213753219
362	0.04197816137
363	0.04184103271
364	0.04176735972
365	0.04171468605
366	0.04170519466
367	0.04164053874
368	0.041536075
369	0.0414533837
370	0.04144397116
371	0.04136494409
372	0.04126237225
373	0.04123605489
374	0.04114744337
375	0.04100440163
376	0.04095828903
377	0.04077184667
378	0.04073213938
379	0.04063386154
380	0.04060570438
381	0.04054672707
382	0.0405403705
383	0.04042043375
384	0.04023349279
385	0.04022700813
386	0.04013642363
387	0.0400303706
388	0.03994885022
389	0.03994168643
390	0.03980643576
391	0.03979986598
392	0.03979288317
393	0.03975219227
394	0.03974497505
395	0.03967513851
396	0.03958234419
397	0.03957293691
398	0.03943504684
399	0.03934481185
